exchange,symbol,open,close,high,low,amount,volume,position,bob,eob,type,sequence
SHFE,ad2601,20320.0,20320.0,20320.0,20320.0,203200.0,1.0,355.0,2025-09-20 00:50:00+08:00,2025-09-20 00:51:00+08:00,14,1
SHFE,ad2601,20320.0,20320.0,20320.0,20320.0,203200.0,1.0,354.0,2025-09-20 00:51:00+08:00,2025-09-20 00:52:00+08:00,14,1
